model,kind,pr_auc,average_precision,roc_auc,precision,recall,f1,mcc,brier,ece,threshold,tn,fp,fn,tp,fp_per_million,target_fp_per_million,allowed_fp
kmer_logistic,fp_workpoint,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.0,0.0,0.0,0.0,0.0009958627841265863,0.0,0.016393442622950824,165000,0,165,0,0.0,100.0,16.0
kmer_logistic,fp_workpoint,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.0,0.0,0.0,0.0,0.0009958627841265863,0.0,0.016393442622950824,165000,0,165,0,0.0,500.0,82.0
kmer_logistic,fp_workpoint,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.0,0.0,0.0,0.0,0.0009958627841265863,0.0,0.016393442622950824,165000,0,165,0,0.0,1000.0,165.0
kmer_logistic,fixed_threshold,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.01488095238095238,0.030303030303030304,0.01996007984031936,0.01983980609864693,0.0009958627841265863,0.0,0.01,164669,331,160,5,2006.0606060606062,,
kmer_logistic,fixed_threshold,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.0,0.0,0.0,0.0,0.0009958627841265863,0.0,0.05,165000,0,165,0,0.0,,
kmer_logistic,fixed_threshold,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.0,0.0,0.0,0.0,0.0009958627841265863,0.0,0.1,165000,0,165,0,0.0,,
kmer_logistic,fixed_threshold,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.0,0.0,0.0,0.0,0.0009958627841265863,0.0,0.2,165000,0,165,0,0.0,,
kmer_logistic,fixed_threshold,0.01721524237362937,0.004352463336246793,0.7977938659320477,0.0,0.0,0.0,0.0,0.0009958627841265863,0.0,0.5,165000,0,165,0,0.0,,
cnn,fp_workpoint,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.0,0.0,0.0,-7.781123419476706e-05,0.0009963869137018472,1.8682900327685135e-05,0.03987090848247494,164999,1,165,0,6.0606060606060606,10.0,1.0
cnn,fp_workpoint,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.0,0.0,0.0,-0.00022008806935504635,0.0009963869137018472,1.8682900327685135e-05,0.02773438645803491,164992,8,165,0,48.484848484848484,50.0,8.0
cnn,fp_workpoint,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.0,0.0,0.0,-0.00031125907119116276,0.0009963869137018472,1.8682900327685135e-05,0.02509697287065796,164984,16,165,0,96.96969696969697,100.0,16.0
cnn,fp_workpoint,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.023809523809523808,0.012121212121212121,0.01606425702811245,0.01628772448081098,0.0009963869137018472,1.8682900327685135e-05,0.017336701923938255,164918,82,163,2,496.969696969697,500.0,82.0
cnn,fp_workpoint,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.011976047904191617,0.012121212121212121,0.012048192771084338,0.011054484447320559,0.0009963869137018472,1.8682900327685135e-05,0.014840653483920403,164835,165,163,2,1000.0,1000.0,165.0
cnn,fixed_threshold,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.007575757575757576,0.030303030303030304,0.012121212121212121,0.013186461215552827,0.0009963869137018472,1.8682900327685135e-05,0.01,164345,655,160,5,3969.6969696969695,,
cnn,fixed_threshold,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.0,0.0,0.0,0.0,0.0009963869137018472,1.8682900327685135e-05,0.05,165000,0,165,0,0.0,,
cnn,fixed_threshold,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.0,0.0,0.0,0.0,0.0009963869137018472,1.8682900327685135e-05,0.1,165000,0,165,0,0.0,,
cnn,fixed_threshold,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.0,0.0,0.0,0.0,0.0009963869137018472,1.8682900327685135e-05,0.2,165000,0,165,0,0.0,,
cnn,fixed_threshold,0.004423782519109536,0.00470601997595331,0.7768087786960514,0.0,0.0,0.0,0.0,0.0009963869137018472,1.8682900327685135e-05,0.5,165000,0,165,0,0.0,,
frozen_lamar_head,fp_workpoint,0.05413276221789788,0.05608276936901956,0.921404315886134,0.5,0.006060606060606061,0.011976047904191617,0.05496599689875182,0.0009690358697083589,4.6620180627408454e-05,0.40065678806432153,164999,1,164,1,6.0606060606060606,10.0,1.0
frozen_lamar_head,fp_workpoint,0.05413276221789788,0.05608276936901956,0.921404315886134,0.2727272727272727,0.01818181818181818,0.03409090909090909,0.07019734688949218,0.0009690358697083589,4.6620180627408454e-05,0.20261728565511264,164992,8,162,3,48.484848484848484,50.0,8.0
frozen_lamar_head,fp_workpoint,0.05413276221789788,0.05608276936901956,0.921404315886134,0.30434782608695654,0.04242424242424243,0.07446808510638298,0.11332129861684716,0.0009690358697083589,4.6620180627408454e-05,0.14727605474532776,164984,16,158,7,96.96969696969697,100.0,16.0
frozen_lamar_head,fp_workpoint,0.05413276221789788,0.05608276936901956,0.921404315886134,0.1368421052631579,0.07878787878787878,0.1,0.1031571658829132,0.0009690358697083589,4.6620180627408454e-05,0.0873429936199429,164918,82,152,13,496.969696969697,500.0,82.0
frozen_lamar_head,fp_workpoint,0.05413276221789788,0.05608276936901956,0.921404315886134,0.09340659340659341,0.10303030303030303,0.09798270893371758,0.09715336077668174,0.0009690358697083589,4.6620180627408454e-05,0.06071221853407728,164835,165,148,17,1000.0,1000.0,165.0
frozen_lamar_head,fixed_threshold,0.05413276221789788,0.05608276936901956,0.921404315886134,0.025918635170603676,0.47878787878787876,0.049175225645813885,0.10816056370457866,0.0009690358697083589,4.6620180627408454e-05,0.01,162031,2969,86,79,17993.939393939396,,
