model,kind,pr_auc,average_precision,roc_auc,precision,recall,f1,mcc,brier,ece,threshold,tn,fp,fn,tp,fp_per_million,target_fp_per_million,allowed_fp
frozen_lamar_head,fixed_threshold,0.05413276221789788,0.05608276936901956,0.921404315886134,0.07857142857142857,0.13333333333333333,0.09887640449438202,0.10118820721585337,0.0009690358697083589,4.6620180627408454e-05,0.05,164742,258,143,22,1563.6363636363635,,
frozen_lamar_head,fixed_threshold,0.05413276221789788,0.05608276936901956,0.921404315886134,0.1506849315068493,0.06666666666666667,0.09243697478991597,0.09963535546968891,0.0009690358697083589,4.6620180627408454e-05,0.1,164938,62,154,11,375.75757575757575,,
frozen_lamar_head,fixed_threshold,0.05413276221789788,0.05608276936901956,0.921404315886134,0.25,0.01818181818181818,0.03389830508474576,0.06718658336221353,0.0009690358697083589,4.6620180627408454e-05,0.2,164991,9,162,3,54.54545454545455,,
frozen_lamar_head,fixed_threshold,0.05413276221789788,0.05608276936901956,0.921404315886134,1.0,0.006060606060606061,0.012048192771084338,0.07781123419476706,0.0009690358697083589,4.6620180627408454e-05,0.5,165000,0,164,1,0.0,,
partial_lamar_2blocks,fp_workpoint,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.0,0.0,0.0,0.0,0.0009385451467304308,3.9659224686152775e-20,0.2941176470588236,165000,0,165,0,0.0,10.0,1.0
partial_lamar_2blocks,fp_workpoint,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.0,0.0,0.0,0.0,0.0009385451467304308,3.9659224686152775e-20,0.2941176470588236,165000,0,165,0,0.0,50.0,8.0
partial_lamar_2blocks,fp_workpoint,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.29411764705882354,0.030303030303030304,0.054945054945054944,0.09413807749429338,0.0009385451467304308,3.9659224686152775e-20,0.20000000000000004,164988,12,160,5,72.72727272727273,100.0,16.0
partial_lamar_2blocks,fp_workpoint,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.21739130434782608,0.12121212121212122,0.1556420233463035,0.16170810164514202,0.0009385451467304308,3.9659224686152775e-20,0.14285714285714288,164928,72,145,20,436.3636363636364,500.0,82.0
partial_lamar_2blocks,fp_workpoint,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.1797752808988764,0.19393939393939394,0.18658892128279883,0.18587847969183366,0.0009385451467304308,3.9659224686152775e-20,0.1318681318681319,164854,146,133,32,884.8484848484849,1000.0,165.0
partial_lamar_2blocks,fixed_threshold,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.03278688524590164,0.6303030303030303,0.06233143542103686,0.14080373187432477,0.0009385451467304308,3.9659224686152775e-20,0.01,161932,3068,61,104,18593.939393939396,,
partial_lamar_2blocks,fixed_threshold,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.13793103448275862,0.3393939393939394,0.19614711033274956,0.21516794803675413,0.0009385451467304308,3.9659224686152775e-20,0.05,164650,350,109,56,2121.2121212121215,,
partial_lamar_2blocks,fixed_threshold,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.1553398058252427,0.2909090909090909,0.20253164556962025,0.21151525671216168,0.0009385451467304308,3.9659224686152775e-20,0.1,164739,261,117,48,1581.8181818181818,,
partial_lamar_2blocks,fixed_threshold,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.21739130434782608,0.12121212121212122,0.1556420233463035,0.16170810164514202,0.0009385451467304308,3.9659224686152775e-20,0.2,164928,72,145,20,436.3636363636364,,
partial_lamar_2blocks,fixed_threshold,0.10644302604821958,0.0863531167086933,0.9443593572084482,0.0,0.0,0.0,0.0,0.0009385451467304308,3.9659224686152775e-20,0.5,165000,0,165,0,0.0,,
full_lamar,fp_workpoint,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.0,0.0,0.0,0.0,0.0009325084499215895,1.5791744511881622e-19,0.35000000000000003,165000,0,165,0,0.0,10.0,1.0
full_lamar,fp_workpoint,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.0,0.0,0.0,0.0,0.0009325084499215895,1.5791744511881622e-19,0.35000000000000003,165000,0,165,0,0.0,50.0,8.0
full_lamar,fp_workpoint,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.35,0.04242424242424243,0.07567567567567568,0.12157465078238308,0.0009325084499215895,1.5791744511881622e-19,0.33333333333333337,164987,13,158,7,78.78787878787878,100.0,16.0
full_lamar,fp_workpoint,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.30434782608695654,0.08484848484848485,0.13270142180094788,0.16027167864354652,0.0009325084499215895,1.5791744511881622e-19,0.18181818181818185,164968,32,151,14,193.93939393939394,500.0,82.0
full_lamar,fp_workpoint,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.19902912621359223,0.24848484848484848,0.2210242587601078,0.2215189795588558,0.0009325084499215895,1.5791744511881622e-19,0.08000000000000002,164835,165,124,41,1000.0,1000.0,165.0
full_lamar,fixed_threshold,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.030948905109489052,0.6424242424242425,0.05905292479108635,0.13795933181745962,0.0009325084499215895,1.5791744511881622e-19,0.01,161681,3319,59,106,20115.151515151516,,
full_lamar,fixed_threshold,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.17959183673469387,0.26666666666666666,0.2146341463414634,0.2178936077600539,0.0009325084499215895,1.5791744511881622e-19,0.05,164799,201,121,44,1218.181818181818,,
full_lamar,fixed_threshold,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.19902912621359223,0.24848484848484848,0.2210242587601078,0.2215189795588558,0.0009325084499215895,1.5791744511881622e-19,0.1,164835,165,124,41,1000.0,,
full_lamar,fixed_threshold,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.30434782608695654,0.08484848484848485,0.13270142180094788,0.16027167864354652,0.0009325084499215895,1.5791744511881622e-19,0.2,164968,32,151,14,193.93939393939394,,
full_lamar,fixed_threshold,0.12065685000639526,0.09477146013736198,0.9400962534435261,0.0,0.0,0.0,0.0,0.0009325084499215895,1.5791744511881622e-19,0.5,165000,0,165,0,0.0,,
lora_best,fp_workpoint,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.0,0.0,0.0,-7.781123419476706e-05,0.000918468326408552,0.0001321047338139213,0.46436293394035594,164999,1,165,0,6.0606060606060606,10.0,1.0
lora_best,fp_workpoint,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.5294117647058824,0.05454545454545454,0.0989010989010989,0.16970521107231076,0.000918468326408552,0.0001321047338139213,0.32725197589035876,164992,8,156,9,48.484848484848484,50.0,8.0
lora_best,fp_workpoint,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.5,0.09696969696969697,0.16243654822335024,0.21988395822499038,0.000918468326408552,0.0001321047338139213,0.24298370743536443,164984,16,149,16,96.96969696969697,100.0,16.0
lora_best,fp_workpoint,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.2743362831858407,0.18787878787878787,0.22302158273381295,0.2263923645596673,0.000918468326408552,0.0001321047338139213,0.13950361138731077,164918,82,134,31,496.969696969697,500.0,82.0
lora_best,fp_workpoint,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.21052631578947367,0.26666666666666666,0.23529411764705882,0.2360825075534631,0.000918468326408552,0.0001321047338139213,0.09389749269091739,164835,165,121,44,1000.0,1000.0,165.0
lora_best,fixed_threshold,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.03233574131406949,0.5696969696969697,0.061197916666666664,0.13277226153821048,0.000918468326408552,0.0001321047338139213,0.01,162187,2813,71,94,17048.484848484848,,
lora_best,fixed_threshold,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.13043478260869565,0.36363636363636365,0.192,0.21652794402812223,0.000918468326408552,0.0001321047338139213,0.05,164600,400,105,60,2424.242424242424,,
lora_best,fixed_threshold,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.21875,0.2545454545454545,0.23529411764705882,0.23514644207553212,0.000918468326408552,0.0001321047338139213,0.1,164850,150,123,42,909.0909090909091,,
lora_best,fixed_threshold,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.38,0.11515151515151516,0.17674418604651163,0.2087690764190741,0.000918468326408552,0.0001321047338139213,0.2,164969,31,146,19,187.87878787878788,,
lora_best,fixed_threshold,0.13527507598423305,0.13926455997979106,0.9440792470156107,0.0,0.0,0.0,0.0,0.000918468326408552,0.0001321047338139213,0.5,165000,0,165,0,0.0,,
